order_id,user_id,order_timestamp,delivery_method,delivery_window
122,26,2023-12-11 23:30:04.243312,pickup,9am-11am
123,49,2023-11-20 21:44:36.792163,delivery,5pm-7pm
124,70,2024-03-31 21:35:03.646793,delivery,3pm-5pm
125,50,2025-06-08 03:03:13.457973,pickup,3pm-5pm
126,77,2025-03-24 00:57:39.013899,delivery,9am-11am
127,61,2025-05-11 04:24:26.251961,pickup,11am-1pm
128,13,2025-06-07 02:03:27.674998,pickup,3pm-5pm
129,69,2024-01-20 05:26:20.426165,pickup,11am-1pm
130,74,2024-02-18 00:39:32.712268,delivery,3pm-5pm
131,23,2023-11-06 21:50:32.306083,delivery,3pm-5pm
132,76,2025-03-12 08:32:04.607316,delivery,11am-1pm
133,73,2025-05-26 06:56:16.889918,delivery,3pm-5pm
134,23,2024-06-17 12:37:47.731491,pickup,9am-11am
135,30,2024-11-18 22:53:15.768226,pickup,5pm-7pm
136,1,2023-12-11 16:40:21.155289,pickup,11am-1pm
137,44,2025-06-28 16:24:48.421831,delivery,9am-11am
138,3,2025-05-14 00:47:23.471986,pickup,9am-11am
139,68,2025-08-01 12:01:39.909022,pickup,3pm-5pm
140,91,2025-04-02 17:37:06.920081,delivery,9am-11am
141,44,2025-05-28 07:18:35.860525,pickup,11am-1pm
142,94,2023-09-06 23:09:18.417643,delivery,3pm-5pm
143,23,2025-02-07 13:30:27.362536,delivery,11am-1pm
144,86,2024-04-20 08:47:14.834317,pickup,5pm-7pm
145,40,2025-06-29 08:47:32.564840,delivery,11am-1pm
146,23,2025-03-27 12:03:27.683043,delivery,9am-11am
147,24,2025-05-12 15:17:59.397686,pickup,9am-11am
148,64,2025-04-02 17:13:33.894980,pickup,11am-1pm
149,45,2024-03-01 15:20:02.715543,pickup,9am-11am
150,91,2025-03-19 15:41:58.040192,delivery,5pm-7pm
151,2,2023-11-12 18:44:00.348487,pickup,9am-11am
152,45,2025-05-19 13:15:36.331453,pickup,9am-11am
153,7,2025-05-12 15:27:06.548377,delivery,11am-1pm
154,53,2024-02-03 05:56:12.433040,delivery,3pm-5pm
155,70,2025-04-12 23:29:43.388210,delivery,11am-1pm
156,21,2024-07-21 21:24:38.617670,pickup,3pm-5pm
157,3,2024-04-03 15:50:31.384780,pickup,9am-11am
158,44,2025-03-26 11:21:04.322569,delivery,11am-1pm
159,94,2024-02-03 00:22:15.581783,pickup,3pm-5pm
160,77,2023-09-06 03:29:56.225490,delivery,9am-11am
161,56,2024-01-07 20:31:55.009405,pickup,5pm-7pm
162,21,2024-04-21 12:02:50.785942,delivery,11am-1pm
163,25,2025-05-17 20:21:41.759734,delivery,3pm-5pm
164,39,2025-07-30 16:47:42.570538,pickup,5pm-7pm
165,74,2024-03-10 15:10:04.540954,delivery,11am-1pm
166,7,2024-12-02 03:39:29.217460,delivery,9am-11am
167,38,2024-06-06 15:15:48.058358,delivery,11am-1pm
168,13,2025-08-09 02:38:26.070969,pickup,3pm-5pm
169,11,2024-09-14 07:23:51.678898,pickup,3pm-5pm
170,51,2025-07-07 12:19:57.914561,delivery,9am-11am
171,83,2023-11-12 01:41:07.972773,pickup,3pm-5pm
172,49,2025-08-03 06:19:00.338394,delivery,9am-11am
173,34,2023-12-31 05:24:22.301630,delivery,11am-1pm
174,35,2025-07-26 12:29:57.363713,pickup,9am-11am
175,11,2024-03-02 15:52:07.417049,delivery,11am-1pm
176,71,2023-11-11 00:06:38.457926,delivery,5pm-7pm
177,69,2024-07-08 02:27:18.380189,delivery,11am-1pm
178,61,2025-02-02 17:00:27.065487,delivery,9am-11am
179,65,2024-04-06 20:31:28.560906,pickup,9am-11am
180,97,2024-11-04 09:40:37.795725,pickup,11am-1pm
181,25,2024-08-31 05:01:48.219473,delivery,9am-11am
182,88,2024-06-02 01:31:19.371919,pickup,3pm-5pm
183,41,2024-10-13 18:43:14.079417,pickup,9am-11am
184,50,2024-02-25 19:38:10.907173,delivery,3pm-5pm
185,67,2025-01-19 06:48:58.421989,pickup,5pm-7pm
186,15,2023-08-27 02:31:45.299805,pickup,9am-11am
187,14,2025-06-30 12:58:29.838358,pickup,3pm-5pm
188,69,2024-09-15 22:34:37.360636,delivery,3pm-5pm
189,50,2025-01-26 01:18:41.906064,delivery,9am-11am
190,23,2025-02-17 11:51:48.309491,pickup,5pm-7pm
191,5,2024-12-21 10:18:34.031598,delivery,11am-1pm
192,7,2024-05-11 18:03:29.668188,delivery,3pm-5pm
193,3,2023-10-11 22:50:21.215359,delivery,3pm-5pm
194,36,2024-12-16 18:20:32.262724,pickup,11am-1pm
195,18,2024-04-22 22:00:09.673279,delivery,3pm-5pm
196,35,2024-04-05 00:42:00.565121,pickup,11am-1pm
197,57,2025-05-04 22:07:32.709023,delivery,5pm-7pm
198,98,2025-01-27 06:59:33.876816,delivery,9am-11am
199,66,2024-03-26 02:32:39.100621,pickup,3pm-5pm
200,91,2024-04-03 15:33:55.214824,pickup,9am-11am
201,23,2024-06-17 23:56:30.532431,pickup,9am-11am
202,32,2024-06-09 14:57:10.212505,pickup,3pm-5pm
203,91,2024-03-27 16:46:37.933717,delivery,5pm-7pm
204,65,2023-11-25 18:58:49.062259,pickup,9am-11am
205,31,2024-06-26 19:07:04.163725,delivery,11am-1pm
206,61,2025-07-06 08:04:10.440294,delivery,3pm-5pm
207,21,2024-12-26 07:30:30.444242,delivery,9am-11am
208,37,2025-06-14 22:03:04.380445,pickup,11am-1pm
209,74,2024-11-11 04:43:09.778885,pickup,11am-1pm
210,83,2024-03-31 13:32:23.488599,pickup,3pm-5pm
211,84,2024-09-22 20:45:28.906895,pickup,9am-11am
212,61,2023-08-20 04:00:36.428587,pickup,9am-11am
213,29,2024-03-18 07:37:34.950357,delivery,3pm-5pm
214,55,2024-06-28 16:32:18.396159,delivery,5pm-7pm
215,33,2024-10-19 06:13:53.119574,delivery,5pm-7pm
216,75,2024-12-15 19:20:26.098200,delivery,3pm-5pm
217,39,2024-07-24 07:29:28.135260,delivery,9am-11am
218,44,2024-07-07 15:32:15.861753,delivery,3pm-5pm
219,34,2024-01-28 20:56:47.763185,delivery,11am-1pm
220,20,2024-08-04 07:07:12.117673,pickup,9am-11am
221,77,2025-06-09 17:35:10.046640,delivery,11am-1pm
222,93,2025-03-24 23:15:06.670716,delivery,3pm-5pm
223,34,2023-12-21 17:53:28.741004,delivery,5pm-7pm
224,95,2023-10-23 18:30:57.092327,pickup,3pm-5pm
225,93,2024-08-30 03:37:02.169373,delivery,3pm-5pm
226,65,2024-11-23 22:01:18.654860,pickup,11am-1pm
227,38,2024-04-22 13:23:46.645207,pickup,3pm-5pm
228,93,2025-04-08 07:40:37.755256,pickup,3pm-5pm
229,84,2025-02-23 04:50:17.610969,delivery,11am-1pm
230,96,2024-12-23 00:16:41.533382,delivery,3pm-5pm
231,48,2024-02-04 20:36:09.085781,delivery,5pm-7pm
232,16,2024-01-14 05:39:16.116931,pickup,5pm-7pm
233,25,2023-09-09 16:49:51.054706,delivery,3pm-5pm
234,53,2024-02-17 14:32:21.940110,pickup,11am-1pm
235,26,2024-08-05 17:17:12.502568,delivery,11am-1pm
236,41,2025-05-01 04:18:08.875371,pickup,9am-11am
237,63,2023-10-18 00:50:55.071129,pickup,3pm-5pm
238,82,2024-06-22 09:54:16.445648,delivery,3pm-5pm
239,27,2024-11-21 14:23:15.093889,pickup,11am-1pm
240,63,2024-01-08 19:24:12.251647,pickup,11am-1pm
241,79,2025-01-12 05:01:28.286937,delivery,5pm-7pm
242,55,2024-08-14 18:23:09.803826,delivery,9am-11am
243,5,2024-02-17 23:30:19.573091,delivery,9am-11am
244,42,2024-12-10 19:02:03.876842,pickup,9am-11am
245,87,2023-08-28 22:02:35.769602,pickup,11am-1pm
246,89,2025-02-18 01:47:44.469280,delivery,11am-1pm
247,14,2025-03-10 00:06:26.205741,delivery,11am-1pm
248,9,2023-11-05 16:18:26.968856,delivery,3pm-5pm
249,59,2024-06-25 05:27:33.744356,delivery,5pm-7pm
250,88,2023-12-26 06:25:57.788594,delivery,5pm-7pm
251,46,2025-07-19 04:27:47.218655,pickup,5pm-7pm
252,3,2024-09-04 23:31:04.235988,pickup,11am-1pm
253,94,2023-09-30 12:43:26.987591,pickup,9am-11am
254,47,2024-02-17 18:51:06.894714,pickup,5pm-7pm
255,82,2025-05-03 03:45:03.100164,pickup,9am-11am
256,85,2024-07-21 02:06:33.256055,pickup,9am-11am
257,89,2025-03-30 21:43:00.903827,delivery,5pm-7pm
258,16,2024-12-22 04:51:35.749686,delivery,11am-1pm
259,27,2025-08-11 00:46:25.799807,pickup,3pm-5pm
260,54,2024-11-02 13:13:21.630503,delivery,11am-1pm
261,54,2025-07-13 09:35:31.183727,pickup,9am-11am
262,37,2025-05-31 14:40:48.992716,pickup,5pm-7pm
263,26,2024-11-11 02:34:00.301230,delivery,11am-1pm
264,46,2025-01-25 22:34:40.285598,delivery,11am-1pm
265,6,2024-08-28 08:36:41.411805,pickup,5pm-7pm
266,43,2025-04-19 04:28:11.672669,pickup,9am-11am
267,15,2024-09-22 19:36:52.668926,delivery,11am-1pm
268,12,2025-06-04 19:59:02.487128,pickup,9am-11am
269,33,2025-02-15 17:44:29.047889,delivery,3pm-5pm
270,34,2024-08-04 09:11:39.079304,pickup,11am-1pm
271,6,2024-02-25 01:56:02.344786,delivery,3pm-5pm
272,55,2024-02-16 08:32:17.724209,pickup,9am-11am
273,2,2024-11-27 08:43:35.140346,pickup,3pm-5pm
274,46,2025-02-28 21:57:13.695991,delivery,9am-11am
275,48,2024-09-03 10:04:14.794687,pickup,9am-11am
276,52,2024-11-20 09:31:50.417315,delivery,3pm-5pm
277,50,2024-03-10 07:50:43.171983,delivery,5pm-7pm
278,84,2023-10-15 10:24:23.094957,pickup,9am-11am
279,17,2024-03-17 10:51:18.931241,pickup,11am-1pm
280,14,2024-03-11 05:20:48.233887,delivery,5pm-7pm
281,24,2024-04-15 06:12:34.899308,delivery,9am-11am
282,88,2024-09-17 04:21:53.978684,pickup,5pm-7pm
283,63,2023-11-29 21:12:41.807947,delivery,5pm-7pm
284,6,2024-02-07 16:35:57.049416,delivery,9am-11am
285,91,2025-01-07 10:53:55.561326,pickup,3pm-5pm
286,67,2025-01-19 13:21:41.104959,pickup,5pm-7pm
287,85,2023-10-05 18:11:15.072226,delivery,3pm-5pm
288,85,2024-06-16 10:02:20.443611,delivery,11am-1pm
289,72,2024-09-18 23:26:42.853863,pickup,9am-11am
290,83,2024-06-18 09:15:45.493354,delivery,5pm-7pm
291,22,2024-01-21 20:38:11.615453,delivery,3pm-5pm
292,31,2024-06-26 13:48:44.953006,delivery,9am-11am
293,65,2025-06-14 09:40:05.505872,delivery,5pm-7pm
294,31,2024-10-23 05:58:09.812689,delivery,5pm-7pm
295,12,2025-01-08 14:27:38.804400,delivery,3pm-5pm
296,16,2025-05-06 06:50:35.741474,pickup,9am-11am
297,52,2025-03-05 18:06:54.104919,pickup,9am-11am
298,78,2024-05-23 13:10:25.256529,delivery,11am-1pm
299,84,2023-08-27 04:11:50.783810,delivery,3pm-5pm
300,7,2024-05-02 15:42:44.202117,delivery,3pm-5pm
301,72,2025-02-19 21:46:56.087746,delivery,3pm-5pm
302,92,2025-05-03 21:18:22.138294,pickup,11am-1pm
303,1,2025-07-21 20:59:51.307986,delivery,3pm-5pm
304,90,2024-06-24 18:09:03.338028,pickup,5pm-7pm
305,18,2025-02-15 13:22:21.273784,delivery,9am-11am
306,33,2024-09-21 13:08:10.039533,pickup,9am-11am
307,51,2024-11-04 05:53:00.289702,pickup,3pm-5pm
308,14,2024-01-27 20:44:09.528392,pickup,9am-11am
309,99,2024-01-27 01:09:54.338843,delivery,11am-1pm
310,64,2024-07-03 00:44:39.681213,pickup,5pm-7pm
311,75,2023-09-10 01:24:46.443679,pickup,11am-1pm
312,94,2024-04-21 05:53:15.580144,pickup,5pm-7pm
313,85,2024-12-29 15:27:49.972508,delivery,5pm-7pm
314,54,2024-06-10 00:31:33.955849,pickup,3pm-5pm
315,51,2023-12-18 08:28:54.286468,delivery,5pm-7pm
316,18,2024-07-29 01:34:24.492380,delivery,3pm-5pm
317,92,2023-11-21 00:56:13.430117,pickup,11am-1pm
318,27,2024-11-18 02:50:24.042556,delivery,3pm-5pm
319,87,2023-09-11 13:21:01.054561,pickup,3pm-5pm
320,91,2024-06-05 12:07:58.607858,delivery,5pm-7pm
321,75,2024-10-06 21:02:44.153338,delivery,3pm-5pm
322,55,2023-09-08 15:43:33.266776,pickup,9am-11am
323,49,2024-12-01 01:52:18.799245,pickup,11am-1pm
324,35,2023-11-26 22:21:11.058606,pickup,3pm-5pm
325,88,2024-07-21 21:51:17.263217,pickup,3pm-5pm
326,27,2023-09-25 13:53:05.403395,pickup,3pm-5pm
327,58,2024-05-27 14:47:51.922074,pickup,5pm-7pm
328,31,2024-01-24 09:11:10.445786,delivery,9am-11am
329,49,2024-04-14 11:14:11.605474,delivery,9am-11am
330,2,2025-02-25 13:38:33.136292,pickup,5pm-7pm
331,29,2024-05-22 15:11:21.668061,delivery,11am-1pm
332,100,2025-02-18 20:06:36.591247,pickup,3pm-5pm
333,58,2025-04-21 04:12:41.513313,pickup,11am-1pm
334,23,2024-02-20 00:41:43.052578,pickup,5pm-7pm
335,6,2023-10-18 15:53:42.912742,delivery,11am-1pm
336,21,2023-09-03 00:29:35.680818,delivery,9am-11am
337,43,2024-09-21 15:31:11.190570,pickup,9am-11am
338,20,2025-08-18 19:16:59.559733,pickup,3pm-5pm
339,63,2024-05-01 08:12:11.799119,delivery,9am-11am
340,91,2024-12-11 11:25:21.249456,pickup,11am-1pm
341,67,2025-03-16 04:06:03.905058,pickup,5pm-7pm
342,70,2024-12-07 15:38:22.615543,pickup,3pm-5pm
343,29,2025-02-20 11:03:49.646442,delivery,3pm-5pm
344,47,2025-07-19 02:05:44.205863,delivery,9am-11am
345,15,2024-01-14 09:41:49.957970,delivery,11am-1pm
346,83,2023-09-03 17:57:21.452428,pickup,9am-11am
347,88,2023-12-09 02:38:12.313338,delivery,9am-11am
348,50,2023-11-26 00:17:22.327266,delivery,9am-11am
349,67,2024-12-20 13:49:01.247867,delivery,5pm-7pm
350,63,2024-10-09 13:38:42.471490,pickup,3pm-5pm
351,66,2024-01-29 23:38:12.524055,pickup,11am-1pm
352,99,2025-01-12 11:31:27.666437,pickup,9am-11am
353,27,2025-03-03 16:57:09.859525,pickup,5pm-7pm
354,14,2023-12-25 08:33:49.850494,delivery,9am-11am
355,96,2024-11-11 03:52:26.934689,pickup,5pm-7pm
356,92,2025-02-15 20:33:19.720124,pickup,9am-11am
357,7,2023-11-13 11:30:50.263610,delivery,9am-11am
358,74,2025-04-08 23:03:16.666149,delivery,5pm-7pm
359,50,2025-07-27 02:48:21.596806,delivery,5pm-7pm
360,41,2023-11-11 18:47:17.338405,pickup,9am-11am
361,83,2023-09-07 14:47:02.652976,pickup,9am-11am
362,90,2024-04-03 14:23:20.318462,delivery,9am-11am
363,38,2024-12-26 08:01:21.076229,delivery,9am-11am
364,37,2025-07-19 08:05:10.251322,delivery,5pm-7pm
365,51,2024-06-04 10:17:01.935337,pickup,5pm-7pm
366,21,2025-01-26 19:57:20.476880,pickup,5pm-7pm
367,70,2023-10-14 08:21:22.850518,pickup,3pm-5pm
368,87,2025-01-05 00:27:45.441725,delivery,9am-11am
369,71,2024-11-19 18:11:05.375349,pickup,9am-11am
370,6,2023-11-08 06:12:32.137089,delivery,9am-11am
371,40,2025-03-08 18:45:47.375643,delivery,11am-1pm
372,53,2025-05-01 14:02:08.175809,pickup,11am-1pm
373,24,2024-11-04 04:06:34.369728,delivery,11am-1pm
374,15,2023-11-19 05:46:58.063926,pickup,5pm-7pm
375,83,2025-08-10 01:51:03.938733,delivery,9am-11am
376,33,2025-03-15 04:40:09.565682,delivery,3pm-5pm
377,46,2024-05-04 07:54:28.885535,pickup,9am-11am
378,37,2024-06-29 14:04:51.050742,pickup,3pm-5pm
379,63,2024-05-22 09:17:59.304825,delivery,11am-1pm
380,73,2024-08-28 05:19:51.926513,delivery,5pm-7pm
381,22,2024-04-28 23:16:05.660851,pickup,11am-1pm
382,92,2025-05-01 01:27:46.946117,delivery,3pm-5pm
383,47,2025-04-12 04:08:08.665776,delivery,5pm-7pm
384,60,2023-11-05 21:56:20.649258,delivery,5pm-7pm
385,71,2025-07-26 05:53:46.439358,pickup,3pm-5pm
386,18,2024-11-25 20:20:56.812030,pickup,3pm-5pm
387,94,2025-04-15 19:51:00.519547,pickup,9am-11am
388,3,2025-01-17 04:56:43.775830,pickup,5pm-7pm
389,99,2024-07-07 18:37:58.209924,pickup,3pm-5pm
390,70,2025-02-05 12:59:30.414733,delivery,11am-1pm
391,47,2025-07-26 15:59:52.176648,delivery,11am-1pm
392,60,2024-03-10 00:44:29.904946,pickup,5pm-7pm
393,47,2025-04-05 20:32:54.128580,pickup,11am-1pm
394,97,2024-09-16 17:41:14.555504,delivery,11am-1pm
395,23,2024-08-12 19:46:27.564921,pickup,5pm-7pm
396,46,2024-07-06 20:09:47.422742,delivery,11am-1pm
397,9,2025-02-09 12:28:38.388653,pickup,9am-11am
398,86,2024-03-02 19:11:16.375841,delivery,5pm-7pm
399,61,2025-05-02 14:54:45.428739,pickup,9am-11am
400,84,2025-04-20 07:18:19.823468,delivery,3pm-5pm
401,75,2023-10-22 03:13:55.306168,pickup,5pm-7pm
402,84,2025-05-25 11:04:35.037423,pickup,3pm-5pm
403,49,2024-02-13 21:23:07.836652,pickup,5pm-7pm
404,46,2024-07-24 02:35:25.405599,delivery,5pm-7pm
405,62,2024-11-07 09:54:34.249227,pickup,11am-1pm
406,57,2024-05-26 12:47:26.389978,pickup,3pm-5pm
407,28,2023-09-13 19:43:19.259355,pickup,3pm-5pm
408,78,2025-05-02 01:35:30.291899,pickup,11am-1pm
409,54,2023-12-30 14:43:56.470650,pickup,5pm-7pm
410,87,2024-01-22 17:14:16.190536,pickup,11am-1pm
411,83,2025-03-24 06:55:15.409862,pickup,11am-1pm
412,6,2024-04-24 07:38:04.516058,pickup,11am-1pm
413,81,2025-05-28 12:06:14.763311,pickup,9am-11am
414,22,2025-01-12 17:38:14.500953,pickup,5pm-7pm
415,77,2024-03-08 13:07:24.610094,pickup,3pm-5pm
416,11,2023-09-02 06:44:44.089876,delivery,5pm-7pm
417,22,2025-07-13 22:57:15.905553,delivery,11am-1pm
418,75,2023-10-21 08:50:13.736616,pickup,3pm-5pm
419,22,2025-01-26 12:36:22.214380,delivery,5pm-7pm
420,77,2024-08-12 12:46:54.956447,pickup,5pm-7pm
421,50,2025-02-23 07:56:34.024446,pickup,11am-1pm
422,67,2025-01-05 00:22:25.257571,delivery,11am-1pm
423,78,2024-12-08 09:07:00.692461,delivery,9am-11am
424,69,2024-08-12 04:05:16.246077,pickup,9am-11am
425,62,2025-03-23 17:04:54.858841,pickup,5pm-7pm
426,67,2023-10-29 19:11:33.926184,pickup,5pm-7pm
427,30,2024-01-28 15:16:01.170604,delivery,5pm-7pm
428,45,2025-01-06 21:00:32.458779,pickup,5pm-7pm
429,18,2024-04-01 09:37:39.732365,pickup,9am-11am
430,37,2024-10-19 09:45:06.878083,delivery,3pm-5pm
431,25,2024-08-03 08:25:18.547041,pickup,9am-11am
432,67,2024-09-15 10:39:01.041226,pickup,3pm-5pm
433,53,2024-06-29 11:43:29.474943,pickup,5pm-7pm
434,84,2025-02-16 09:41:12.864401,delivery,5pm-7pm
435,73,2024-04-17 08:21:41.696742,delivery,5pm-7pm
436,97,2025-01-13 22:54:59.913541,delivery,11am-1pm
437,48,2024-03-10 15:21:13.882243,delivery,3pm-5pm
438,40,2024-02-24 09:29:25.665346,delivery,11am-1pm
439,85,2023-11-19 22:47:20.963097,pickup,5pm-7pm
440,90,2024-01-07 10:58:29.556574,pickup,11am-1pm
441,66,2023-11-20 03:29:49.640439,delivery,9am-11am
442,21,2024-09-15 01:14:05.024684,pickup,9am-11am
443,19,2025-03-02 06:27:36.049381,delivery,9am-11am
444,9,2024-01-07 00:43:23.862228,delivery,9am-11am
445,78,2024-01-28 19:57:25.006423,delivery,5pm-7pm
446,79,2024-08-11 08:03:26.292680,delivery,9am-11am
447,100,2025-01-29 19:37:38.188941,delivery,5pm-7pm
