order_id,product_id,quantity,was_substituted
22,25,1,False
22,61,1,False
22,62,2,False
23,640,1,False
23,64,1,False
23,459,1,False
23,113,1,False
23,658,1,False
23,215,1,False
23,122,1,False
23,279,1,False
23,733,1,False
24,546,6,False
24,99,1,True
24,605,5,False
24,458,1,False
24,814,1,False
24,623,4,True
24,561,4,False
24,530,3,False
24,180,1,False
24,88,4,False
24,25,5,False
24,26,5,False
24,637,1,False
25,419,1,False
25,132,1,False
25,677,1,False
25,424,2,False
25,362,1,False
25,465,1,False
25,695,3,True
25,279,3,False
25,151,1,False
25,377,1,False
25,187,1,False
25,799,1,False
26,105,3,False
26,554,2,False
26,555,1,False
26,493,1,False
26,15,4,False
26,671,1,False
26,54,1,False
26,541,1,False
26,159,1,False
27,257,1,False
27,802,1,False
27,223,1,False
27,323,1,False
27,266,1,False
27,816,1,False
27,792,1,False
27,85,1,False
27,470,1,False
27,56,1,False
27,92,3,True
27,348,1,False
27,95,1,False
27,319,1,False
28,384,1,False
28,610,1,False
28,197,1,True
28,294,1,False
28,136,1,False
28,553,1,False
28,595,1,False
28,723,1,False
28,212,1,False
28,126,1,False
28,700,1,False
28,574,1,False
29,678,1,False
29,775,1,False
29,72,1,False
29,158,1,False
29,296,1,False
29,332,1,False
29,12,1,False
29,44,1,False
29,367,1,False
29,401,1,False
29,308,1,False
29,472,1,False
29,443,1,False
29,188,1,False
29,222,1,False
30,705,1,False
30,34,1,False
30,643,1,False
30,386,1,False
30,520,3,False
30,746,1,False
30,622,1,False
30,657,1,False
30,82,1,False
30,625,1,False
30,20,3,False
30,466,1,False
30,495,1,True
30,123,1,False
30,95,3,False
31,771,2,True
31,516,2,False
31,5,3,False
31,38,1,False
31,427,1,False
31,77,4,False
31,557,3,False
31,463,3,False
31,496,1,True
31,15,1,False
31,466,1,False
31,51,1,False
31,539,3,False
31,283,1,False
31,605,2,False
31,638,1,False
32,737,2,False
32,102,1,False
32,8,1,False
32,328,1,False
32,40,3,False
32,427,1,False
32,332,4,False
32,77,4,False
32,104,1,False
32,232,4,False
32,236,3,False
32,627,1,False
32,435,1,False
32,213,1,False
32,661,1,False
32,20,4,False
32,635,1,False
33,160,1,False
33,130,1,False
33,230,1,False
33,616,1,False
33,171,1,False
33,332,1,False
33,141,1,False
33,459,1,False
33,207,1,False
33,781,1,False
33,370,1,False
33,342,1,False
33,185,1,False
33,158,1,False
34,516,3,False
34,6,3,False
34,649,1,False
34,525,4,False
34,142,1,False
34,273,3,False
34,529,3,False
34,279,1,False
34,25,3,False
34,426,4,False
34,195,1,False
34,584,2,False
34,458,1,False
34,80,1,False
34,724,1,False
34,85,1,False
34,596,1,False
34,340,1,True
34,620,1,False
34,242,1,True
34,626,5,False
34,631,3,False
34,765,1,False
34,638,1,False
34,639,4,False
35,198,1,False
35,743,1,False
35,424,1,False
35,331,1,False
35,203,1,False
35,141,1,False
35,76,1,False
35,475,1,False
36,224,1,False
36,353,1,False
36,163,1,False
36,551,3,False
36,232,1,False
36,744,1,False
36,458,1,False
36,459,1,False
36,461,1,True
36,593,1,False
36,703,1,False
36,308,1,False
36,53,1,False
36,21,1,False
36,568,1,False
36,92,1,False
36,572,1,False
36,63,1,False
37,611,1,False
37,580,1,False
37,36,1,False
37,613,1,False
37,104,1,False
37,360,1,False
37,137,1,False
37,524,1,False
37,26,3,False
37,605,2,False
37,126,1,True
37,479,1,False
38,416,1,False
38,290,1,False
38,715,3,True
38,42,3,False
38,364,1,False
38,396,1,False
38,273,2,False
38,629,2,False
38,279,2,False
38,94,3,False
38,571,3,False
38,286,1,False
39,517,3,True
39,7,1,False
39,523,2,False
39,781,3,False
39,532,3,False
39,278,2,False
39,407,3,False
39,790,1,False
39,424,3,False
39,168,1,False
39,812,3,False
39,435,1,False
39,184,3,False
39,187,1,False
39,444,3,False
39,328,3,True
39,469,1,False
39,475,3,False
39,608,4,False
39,743,3,False
39,489,2,False
39,496,1,False
39,508,2,False
39,509,3,False
40,768,1,False
40,524,1,False
40,15,1,False
40,529,1,False
40,148,1,False
40,408,1,False
40,154,1,False
40,37,1,False
40,811,1,False
40,433,2,False
40,181,3,False
40,440,1,True
40,573,3,False
40,74,1,True
40,79,1,False
40,85,1,False
40,341,3,False
40,730,2,False
40,606,1,False
40,607,1,False
40,97,3,False
40,747,1,False
41,512,2,False
41,288,2,False
41,514,1,False
41,7,3,False
41,521,2,False
41,650,2,False
41,203,1,True
41,236,3,False
41,600,3,False
41,175,2,False
41,112,2,False
41,306,3,False
41,563,2,False
41,725,1,False
41,437,3,False
41,567,2,False
41,696,1,False
42,131,1,False
42,614,3,True
42,487,1,False
42,523,1,False
42,749,1,False
42,493,1,False
42,371,1,False
42,636,1,True
42,540,1,False
42,191,1,False
43,6,2,False
43,42,2,False
43,543,1,False
43,83,3,False
43,435,1,False
43,186,1,False
43,731,3,False
43,606,1,False
43,31,2,False
44,577,3,False
44,98,1,False
44,228,1,False
44,70,1,False
44,233,1,True
44,74,1,False
44,556,3,False
44,13,1,False
44,270,1,False
44,435,1,False
44,628,1,False
44,62,1,False
45,737,1,False
45,194,1,False
45,227,1,False
45,482,1,False
45,134,1,False
45,135,5,False
45,360,1,False
45,136,2,False
45,813,5,False
45,685,1,False
45,624,5,False
45,315,4,False
45,213,4,False
45,757,1,False
45,343,1,False
45,122,5,False
45,443,1,True
46,101,2,False
46,134,1,False
46,647,2,False
46,423,3,False
46,38,1,False
46,581,3,False
46,363,1,False
46,45,2,False
46,560,2,False
46,177,1,False
46,210,3,False
46,17,1,False
46,53,3,True
46,567,4,True
46,569,2,False
46,122,1,False
47,640,3,False
47,416,3,True
47,128,3,False
47,547,1,False
47,606,1,False
47,110,1,False
47,752,1,False
47,145,1,False
47,532,3,False
47,407,1,False
47,697,1,False
47,314,1,False
47,252,2,True
47,766,1,False
47,607,3,False
48,642,1,False
48,2,3,False
48,610,1,False
48,440,1,False
48,742,1,False
48,11,1,False
48,107,2,False
48,496,1,False
48,792,1,False
48,466,1,False
48,436,1,False
48,507,1,False
48,88,1,False
48,411,1,False
48,508,2,True
48,253,1,True
48,159,1,False
49,520,1,False
49,526,5,False
49,788,5,False
49,534,3,False
49,407,1,False
49,541,1,False
49,413,4,False
49,416,1,False
49,423,1,False
49,553,3,False
49,685,1,False
49,816,1,False
49,179,4,False
49,437,1,False
49,72,1,False
49,75,2,False
49,718,1,False
49,594,5,False
49,345,1,False
49,606,5,False
49,94,5,False
49,360,1,False
49,364,1,False
49,500,1,False
49,254,1,False
50,99,1,False
50,132,1,False
50,423,1,False
50,490,1,False
50,600,1,False
50,138,1,False
50,557,4,False
50,330,2,True
50,559,1,False
50,556,1,True
50,601,6,False
50,662,1,False
50,375,1,False
50,568,1,False
50,729,1,False
50,539,1,False
50,253,1,False
51,579,1,False
51,100,2,False
51,485,1,True
51,520,1,False
51,10,1,True
51,16,1,False
51,81,1,False
51,564,1,False
51,540,1,False
52,672,1,True
52,353,2,False
52,130,3,True
52,291,2,True
52,131,2,False
52,775,1,False
52,556,4,False
52,156,3,True
52,657,1,False
52,84,2,False
52,661,1,False
52,279,3,True
52,537,2,False
52,412,3,False
53,771,1,True
53,134,1,False
53,519,5,False
53,268,3,False
53,147,5,False
53,787,5,True
53,150,5,False
53,542,4,False
53,422,1,True
53,43,1,False
53,687,1,False
53,688,1,False
53,817,1,True
53,180,3,False
53,313,1,False
53,61,1,False
53,705,1,False
53,198,1,True
53,600,5,False
53,738,1,True
53,105,3,False
53,239,1,True
53,500,2,False
53,375,3,False
53,511,1,False
54,72,1,False
54,267,3,False
54,364,3,False
54,622,1,False
54,591,2,False
54,39,4,True
54,450,3,True
54,597,3,False
54,569,3,False
54,606,2,False
54,543,2,False
55,9,4,False
55,153,3,True
55,31,2,False
55,805,1,False
55,169,4,True
55,172,3,False
55,559,6,True
55,817,1,False
55,568,2,False
55,56,2,False
55,63,1,False
55,321,1,False
55,65,2,True
55,464,2,False
55,211,1,False
55,598,5,True
55,729,1,False
55,606,1,False
55,739,4,False
55,366,1,False
55,115,1,False
55,627,1,False
56,228,1,False
56,453,1,False
56,358,1,False
56,446,1,False
56,766,1,False
56,559,1,False
56,276,1,False
56,532,1,False
56,598,1,False
56,22,1,False
56,310,1,False
56,542,1,False
57,326,1,False
57,551,1,False
57,487,1,False
57,397,1,False
57,557,2,False
57,219,1,False
57,112,1,False
57,145,1,False
57,594,1,False
57,762,1,True
57,340,1,False
57,629,1,False
57,563,2,False
57,311,1,False
57,408,1,False
57,315,1,False
58,772,3,False
58,397,1,False
58,141,1,False
58,160,4,False
58,43,2,False
58,63,3,False
58,321,2,False
58,70,3,True
58,327,3,False
58,213,1,False
58,214,1,False
58,728,3,False
58,95,2,False
58,225,1,False
58,486,1,False
58,104,2,False
58,747,1,False
58,372,4,False
58,125,1,False
59,577,3,False
59,289,2,False
59,47,3,False
59,758,1,False
59,535,1,True
59,536,1,True
59,537,1,False
59,638,1,False
59,31,3,False
60,548,3,False
60,645,1,False
60,456,1,True
60,536,1,False
60,524,3,True
60,463,1,False
60,528,2,False
60,627,1,True
60,295,1,True
60,86,1,False
60,216,1,False
60,697,1,False
60,574,1,False
61,131,1,False
61,6,1,False
61,134,4,False
61,7,1,False
61,653,2,False
61,409,1,False
61,161,2,False
61,555,2,False
61,302,3,False
61,190,1,False
61,320,1,False
61,201,1,False
61,207,1,False
61,84,1,False
61,85,2,False
61,341,1,True
61,223,1,False
61,747,1,False
61,121,1,False
62,128,1,False
62,132,1,False
62,775,1,False
62,540,2,False
62,417,1,False
62,422,3,False
62,550,2,False
62,425,3,False
62,44,2,False
62,690,1,False
62,178,2,False
62,181,1,False
62,568,2,False
62,587,3,False
62,720,3,False
62,343,1,True
62,470,1,False
62,479,3,False
62,483,1,False
62,740,3,False
62,489,1,False
62,105,1,True
62,749,1,False
62,366,3,False
63,736,2,False
63,513,5,False
63,257,1,False
63,506,1,True
63,585,1,False
63,522,2,False
63,587,3,False
63,492,3,False
63,366,1,False
63,590,2,False
63,211,1,False
63,20,1,False
63,441,1,False
63,506,1,False
63,315,1,True
63,542,3,False
64,609,3,False
64,232,1,False
64,552,1,False
64,686,1,False
64,564,1,True
64,725,1,True
64,118,1,False
64,568,1,False
64,185,1,False
64,155,1,False
64,127,1,True
65,769,1,False
65,14,1,False
65,786,1,False
65,281,2,False
65,796,1,False
65,547,2,True
65,183,1,True
65,443,1,True
65,62,1,False
65,67,4,False
65,85,3,False
65,216,1,False
65,88,2,False
65,99,2,False
65,355,3,False
65,103,2,False
65,616,1,False
65,743,1,False
65,504,3,False
65,495,3,False
65,374,2,False
65,248,1,False
65,377,1,False
65,126,1,False
66,96,1,True
66,163,1,False
66,132,1,False
66,69,1,False
66,133,1,False
66,39,1,False
66,550,3,False
67,448,1,False
67,1,3,False
67,32,3,False
67,641,2,False
67,740,2,False
67,261,2,False
67,711,1,False
67,12,1,False
67,590,3,False
67,110,1,False
67,752,2,False
67,52,1,False
67,407,3,True
67,312,1,False
67,282,1,False
67,507,1,True
67,607,3,False
68,38,3,True
68,6,1,False
68,582,1,False
68,743,4,False
68,73,1,False
68,427,1,False
68,687,4,False
68,432,1,False
68,51,5,False
68,308,3,False
68,243,1,False
68,375,1,False
68,56,6,False
68,730,1,False
68,510,1,False
69,640,1,False
69,516,2,False
69,616,1,False
69,43,1,False
69,172,1,False
69,560,1,False
69,535,1,False
69,121,1,False
70,161,1,False
70,194,1,False
70,1,1,False
70,740,1,False
70,361,1,False
70,778,1,False
70,628,1,False
70,533,1,False
70,600,1,False
70,702,1,False
71,33,3,False
71,197,3,False
71,328,3,False
71,9,1,False
71,10,3,False
71,465,3,False
71,58,1,False
71,191,3,False
72,132,1,True
72,5,2,False
72,134,1,False
72,646,1,False
72,140,1,False
72,397,2,False
72,156,1,False
72,454,2,True
72,42,1,False
72,86,3,True
72,189,1,True
72,192,3,False
72,66,1,False
72,581,1,False
72,582,2,False
72,477,1,False
72,735,3,True
72,611,1,False
72,739,3,True
72,234,1,False
72,748,2,False
72,751,1,False
72,122,1,False
72,126,1,False
73,34,1,False
73,131,1,False
73,72,3,False
73,170,3,True
73,48,3,False
73,305,2,False
73,51,3,False
73,190,1,False
73,126,3,False
74,650,1,True
74,140,1,False
74,782,1,False
74,278,1,False
74,795,1,True
74,808,1,False
74,426,1,False
74,433,1,False
74,195,1,False
74,211,1,False
74,738,1,False
74,229,1,False
74,230,1,False
74,107,1,False
74,110,1,False
74,112,1,False
74,240,1,False
74,380,1,False
74,127,1,False
75,153,1,True
75,771,1,False
75,803,1,False
75,114,1,False
75,662,1,False
75,664,1,False
75,185,1,False
75,58,1,False
75,91,1,False
75,638,1,False
75,799,1,False
76,131,1,False
76,519,1,False
76,524,1,False
76,411,1,False
76,542,1,False
76,543,3,False
76,41,1,False
76,428,3,False
76,431,1,False
76,816,3,False
76,176,1,False
76,180,3,False
76,320,3,False
76,584,2,False
76,201,3,False
76,202,1,False
76,729,3,False
76,221,3,False
76,350,1,False
76,101,1,False
76,363,2,True
76,750,2,False
77,192,1,False
77,257,1,False
77,98,4,False
77,67,4,False
77,644,4,False
77,325,1,False
77,37,2,False
77,646,1,False
77,136,2,False
77,172,4,False
77,236,1,False
77,211,2,False
77,19,1,False
77,180,3,False
77,630,1,True
77,247,1,False
77,56,1,False
78,417,3,False
78,708,3,False
78,326,3,False
78,775,1,False
78,680,1,True
78,390,1,True
78,492,1,False
78,588,3,False
78,47,3,False
78,175,1,False
78,817,2,False
78,724,1,False
78,598,1,False
78,790,2,True
78,570,2,False
78,91,2,False
79,482,1,False
79,643,1,False
79,678,1,False
79,809,1,False
79,266,1,False
79,106,1,False
79,366,1,False
79,302,1,False
79,239,1,False
79,593,2,True
79,630,1,False
79,439,1,False
79,54,2,False
79,95,1,False
80,66,4,False
80,3,1,False
80,521,1,False
80,237,1,False
80,397,1,True
80,15,3,False
80,272,1,False
80,305,4,False
80,525,1,False
80,142,1,False
80,502,1,False
80,411,1,False
80,61,3,False
81,515,2,False
81,327,1,False
81,559,1,False
81,496,3,False
81,113,2,False
81,563,3,False
81,180,1,False
81,468,1,True
82,577,3,True
82,198,3,False
82,10,4,True
82,77,1,False
82,557,1,False
82,81,4,False
82,465,1,False
82,148,1,False
82,532,1,False
82,155,1,False
82,572,3,False
83,133,1,False
83,270,1,False
83,536,4,True
83,162,1,False
83,427,1,False
83,436,3,False
83,565,4,False
83,54,3,False
83,317,2,False
83,575,1,False
83,450,1,False
83,69,2,False
83,72,1,False
83,585,3,False
83,597,2,False
83,351,2,False
83,226,2,False
83,610,1,False
83,228,1,False
83,614,4,False
83,104,3,False
83,120,3,False
84,515,4,False
84,134,1,False
84,171,1,False
84,76,6,False
84,51,4,False
84,563,4,False
84,182,4,False
84,247,1,False
84,568,2,False
84,58,5,False
84,635,1,False
84,733,3,False
84,447,1,False
85,803,1,True
85,446,1,False
85,198,1,False
85,140,1,True
85,141,1,False
85,111,1,False
85,722,1,False
85,725,1,False
85,535,1,False
85,222,1,False
85,127,1,False
86,159,1,True
86,349,1,True
86,725,1,False
86,504,1,False
86,153,1,False
86,475,1,False
86,382,1,False
86,479,1,False
87,263,1,False
87,21,1,False
87,405,1,False
87,667,1,False
87,34,1,False
87,51,2,False
87,53,1,False
87,61,4,False
87,195,1,False
87,71,1,False
87,200,1,False
87,330,2,False
87,206,1,False
87,472,2,False
87,733,1,False
87,742,1,False
87,359,1,False
87,630,1,False
87,379,1,False
88,705,1,True
88,776,1,False
88,553,1,False
88,460,1,False
88,469,1,False
89,1,1,False
89,4,4,True
89,413,1,False
89,414,1,False
89,34,1,False
89,425,1,False
89,554,1,False
89,44,1,False
89,689,4,False
89,66,2,False
89,723,2,False
89,469,1,False
89,470,3,False
89,355,1,False
89,485,2,False
89,231,4,False
89,366,1,True
89,238,2,False
89,368,2,True
89,248,1,False
90,577,1,False
90,519,2,False
90,173,1,False
90,175,1,False
90,527,1,False
90,496,1,False
90,696,1,False
90,571,1,False
90,283,1,False
91,739,3,False
91,515,3,False
91,446,2,False
91,230,1,False
91,555,1,False
91,524,3,True
91,556,3,False
91,783,1,False
91,402,1,True
91,314,1,False
91,254,1,False
92,5,1,False
92,38,1,False
92,519,3,False
92,522,3,False
92,140,3,False
92,145,1,False
92,148,1,False
92,758,1,False
92,55,3,False
92,185,2,False
92,60,3,False
93,641,1,False
93,515,2,False
93,133,1,False
93,517,2,False
93,14,1,False
93,147,3,True
93,279,1,False
93,424,1,False
93,169,4,False
93,429,1,False
93,568,5,False
93,187,1,False
93,572,2,False
93,68,3,True
93,589,6,False
93,80,1,False
93,467,1,False
93,221,1,False
93,482,2,False
93,108,1,False
93,620,2,False
93,624,1,False
93,114,1,True
93,378,2,False
94,578,1,False
94,456,1,False
94,207,1,False
94,596,2,False
94,564,1,False
94,500,1,False
94,631,1,False
94,283,1,False
94,703,1,False
95,291,2,False
95,324,1,True
95,295,1,False
95,459,2,False
95,718,3,False
95,145,3,False
95,114,1,True
95,634,3,False
95,287,1,False
96,192,1,False
96,548,2,False
96,229,1,False
96,542,2,False
96,170,1,False
96,138,1,False
96,428,1,False
96,107,1,True
96,525,2,False
96,432,1,False
96,145,1,False
96,176,1,False
96,114,1,False
96,568,3,False
96,414,1,False
97,3,3,False
97,518,3,False
97,134,2,False
97,136,3,True
97,521,3,False
97,139,1,False
97,396,2,False
97,525,3,False
97,147,1,False
97,539,3,False
97,171,1,True
97,431,1,False
97,316,3,False
97,581,2,False
97,72,1,False
97,73,1,True
97,584,2,False
97,731,1,False
97,732,2,False
97,500,2,False
97,244,3,False
97,382,2,False
98,1,1,False
98,101,2,False
98,37,1,False
98,552,1,False
98,238,1,False
98,559,1,False
98,561,4,False
98,49,1,False
98,469,3,False
98,663,1,False
98,249,1,False
98,183,3,False
99,134,4,False
99,521,3,False
99,274,2,False
99,285,2,False
99,542,4,True
99,551,1,False
99,174,1,False
99,177,2,False
99,817,1,False
99,564,1,True
99,565,4,False
99,66,2,False
99,579,1,False
99,581,4,False
99,81,1,False
99,210,1,False
99,82,3,False
99,89,2,False
99,219,1,False
99,739,1,True
99,611,3,False
99,357,3,True
99,99,2,True
99,367,2,False
99,369,1,True
100,518,2,False
100,390,1,False
100,796,1,False
100,41,1,False
100,43,1,False
100,429,2,False
100,175,2,False
100,818,2,False
100,435,1,False
100,575,4,False
100,577,1,False
100,321,3,False
100,206,1,False
100,596,5,False
100,602,1,False
100,233,1,False
100,234,1,False
100,745,2,False
100,364,1,False
100,492,5,False
100,625,4,True
100,761,1,False
100,376,5,False
100,633,1,False
100,380,2,False
101,522,1,False
101,463,1,False
101,305,1,False
101,690,1,False
101,564,1,False
101,87,1,True
101,24,2,False
101,605,1,False
102,513,2,False
102,100,5,False
102,5,2,False
102,44,3,False
102,593,1,False
102,436,1,False
102,725,1,False
102,599,4,False
102,89,3,False
102,218,1,False
102,61,1,False
103,33,1,False
103,515,1,False
103,806,1,True
103,135,1,False
103,776,1,False
103,15,1,False
103,112,1,False
103,721,1,False
103,627,1,False
103,600,1,False
103,24,1,False
103,346,1,False
103,606,1,False
104,481,1,False
104,4,2,False
104,90,3,False
104,453,2,True
104,615,1,False
104,169,1,False
104,137,1,False
104,44,1,False
104,110,1,False
104,207,1,False
104,144,1,False
104,116,2,False
104,151,2,False
104,62,1,True
104,218,1,False
104,158,2,False
105,521,1,False
105,553,1,False
105,587,3,False
105,238,1,False
105,570,1,False
106,645,4,False
106,773,1,True
106,144,1,False
106,149,1,False
106,31,3,False
106,424,3,False
106,169,2,False
106,170,1,False
106,557,1,False
106,431,1,False
106,176,1,False
106,177,1,False
106,49,1,False
106,700,1,False
106,62,1,False
106,579,6,False
106,68,1,False
106,331,1,False
106,460,1,False
106,474,1,False
106,227,1,False
106,103,1,False
106,745,1,False
106,746,2,False
106,383,1,False
107,33,1,False
107,98,1,False
107,618,4,False
107,239,1,False
107,16,1,True
107,433,1,False
107,50,4,False
107,628,3,False
107,665,1,False
107,59,3,False
107,733,1,False
108,132,3,False
108,133,2,False
108,647,1,False
108,526,3,False
108,142,1,False
108,284,1,False
108,30,1,False
108,544,2,False
108,162,1,False
108,420,2,False
108,41,6,False
108,426,4,False
108,44,1,False
108,815,1,False
108,569,1,False
108,578,5,False
108,583,1,False
108,202,2,False
108,74,3,False
108,207,1,False
108,339,2,False
108,742,3,False
108,112,1,False
108,627,1,False
108,123,1,False
109,34,1,False
109,85,1,True
109,423,1,False
109,72,1,False
109,617,1,False
109,50,1,False
109,87,2,False
110,257,1,False
110,1,4,True
110,66,3,False
110,260,1,False
110,580,3,False
110,552,2,False
110,137,3,False
110,528,2,False
110,118,1,False
110,151,1,False
110,571,1,True
110,31,1,False
111,640,1,True
111,647,1,False
111,522,1,False
111,140,1,False
111,272,1,False
111,785,1,False
111,151,1,False
111,30,2,True
111,288,1,True
111,672,1,False
111,421,1,False
111,173,3,False
111,453,1,True
111,314,1,False
111,581,3,False
111,713,4,False
111,334,4,False
111,599,1,False
111,471,1,False
111,354,1,False
111,239,4,False
111,752,4,False
111,369,1,False
111,373,1,False
111,118,1,False
112,292,1,False
112,357,1,False
112,670,1,False
112,461,1,False
112,466,3,False
112,468,1,False
112,214,1,False
112,790,1,False
112,664,2,False
112,87,3,False
112,410,2,False
112,478,1,False
113,1,1,False
113,385,3,False
113,650,1,True
113,24,3,False
113,282,1,False
113,33,2,False
113,814,1,False
113,56,4,False
113,316,3,False
113,66,2,False
113,708,1,False
113,722,3,False
113,83,5,False
113,213,1,False
113,488,1,False
113,490,1,False
113,238,1,False
113,757,1,False
113,250,1,False
114,161,4,False
114,577,3,False
114,355,2,False
114,782,1,False
114,271,2,False
114,560,2,False
114,398,1,False
114,594,4,False
114,334,4,False
114,565,5,False
114,534,3,False
114,504,1,False
114,607,5,False
115,800,4,False
115,169,4,False
115,426,1,False
115,234,1,False
115,108,3,False
115,366,1,False
115,184,1,False
115,473,2,False
115,444,1,False
116,290,1,False
116,69,1,False
116,175,1,False
116,145,1,False
116,788,1,False
116,500,1,False
116,309,1,False
116,57,1,False
116,90,1,False
116,636,1,False
116,637,1,False
117,318,1,False
117,385,1,True
117,514,2,False
117,162,2,False
117,517,1,False
117,122,1,False
117,44,3,False
117,659,1,False
117,182,1,False
117,474,1,False
117,126,1,False
118,644,1,True
118,217,2,False
118,679,1,False
118,234,2,False
118,10,1,False
118,298,1,False
118,462,4,True
118,47,2,False
118,688,4,False
118,174,2,False
118,381,1,False
118,532,2,False
118,729,1,False
118,634,1,False
118,765,1,False
119,226,1,False
119,130,1,False
119,796,1,False
119,409,1,False
119,107,1,False
119,190,1,False
